Iteración;J1;J2;J3;J4;J5;J6;J7;J8;J9;J10;J11;J12;J13;T1_Win;T2_Win;Set_Status;Game_Sequence
1345;0;1;1;0;1;0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,0,1,0,0,1,0
1346;0;1;1;0;1;0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,0,1,0,0,1,1
1347;0;1;1;0;1;0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,0,1,0,1,0,0
1348;0;1;1;0;1;0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,0,1,0,1,0,1
1349;0;1;1;0;1;0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,1,0,0,0,1,0
1350;0;1;1;0;1;0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,1,0,0,0,1,1
1351;0;1;1;0;1;0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,1,0,0,1,0,0
1352;0;1;1;0;1;0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,1,0,0,1,0,1
1353;0;1;1;0;1;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,0,0,1,0,1,0
1354;0;1;1;0;1;1;0.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,0,0,1,0,1,1
1355;0;1;1;0;1;1;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,0,0,1,1,0,0
1356;0;1;1;0;1;1;0.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,0,0,1,1,0,1
1357;0;1;1;0;1;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,0,1,0,0,1,0
1358;0;1;1;0;1;1;0.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,0,1,0,0,1,1
1359;0;1;1;0;1;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,0,1,0,1,0,0
1360;0;1;1;0;1;1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,0,1,0,1,0,1
1361;0;1;1;0;1;1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,1,0,0,0,1,0
1362;0;1;1;0;1;1;0.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,1,0,0,0,1,1
1363;0;1;1;0;1;1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,1,0,0,1,0,0
1364;0;1;1;0;1;1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,1,0,0,1,0,1
1365;0;1;1;0;1;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,0,0,0,0,1,0
1366;0;1;1;0;1;1;1.0;0.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,0,0,0,0,1,1
1367;0;1;1;0;1;1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,0,0,0,1,0,0
1368;0;1;1;0;1;1;1.0;0.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,0,0,0,1,0,1
1369;0;1;1;1;0;0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,0,0,1,1,0,1,0
1370;0;1;1;1;0;0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,0,0,1,1,0,1,1
1371;0;1;1;1;0;0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,0,0,1,1,1,0,0
1372;0;1;1;1;0;0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,0,0,1,1,1,0,1
1373;0;1;1;1;0;0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,0,1,0,1,0,1,0
1374;0;1;1;1;0;0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,0,1,0,1,0,1,1
1375;0;1;1;1;0;0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,0,1,0,1,1,0,0
1376;0;1;1;1;0;0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,0,1,0,1,1,0,1
1377;0;1;1;1;0;0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,0,0,1,1,0,0,1,0
1378;0;1;1;1;0;0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,0,0,1,1,0,0,1,1
1379;0;1;1;1;0;0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,0,0,1,1,0,1,0,0
1380;0;1;1;1;0;0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,0,0,1,1,0,1,0,1
1381;0;1;1;1;0;0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,0,0,1,0,1,0
1382;0;1;1;1;0;0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,0,0,1,0,1,1
1383;0;1;1;1;0;0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,0,0,1,1,0,0
1384;0;1;1;1;0;0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,0,0,1,1,0,1
1385;0;1;1;1;0;0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,0,1,0,0,1,0
1386;0;1;1;1;0;0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,0,1,0,0,1,1
1387;0;1;1;1;0;0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,0,1,0,1,0,0
1388;0;1;1;1;0;0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,0,1,0,1,0,1
1389;0;1;1;1;0;0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,1,0,0,0,1,0
1390;0;1;1;1;0;0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,1,0,0,0,1,1
1391;0;1;1;1;0;0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,1,0,0,1,0,0
1392;0;1;1;1;0;0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,1,0,0,1,0,1
1393;0;1;1;1;0;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,0,0,1,0,1,0
1394;0;1;1;1;0;1;0.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,0,0,1,0,1,1
1395;0;1;1;1;0;1;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,0,0,1,1,0,0
1396;0;1;1;1;0;1;0.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,0,0,1,1,0,1
1397;0;1;1;1;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,0,1,0,0,1,0
1398;0;1;1;1;0;1;0.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,0,1,0,0,1,1
1399;0;1;1;1;0;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,0,1,0,1,0,0
1400;0;1;1;1;0;1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,0,1,0,1,0,1
1401;0;1;1;1;0;1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,1,0,0,0,1,0
1402;0;1;1;1;0;1;0.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,1,0,0,0,1,1
1403;0;1;1;1;0;1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,1,0,0,1,0,0
1404;0;1;1;1;0;1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,1,0,0,1,0,1
1405;0;1;1;1;0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,0,0,0,0,1,0
1406;0;1;1;1;0;1;1.0;0.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,0,0,0,0,1,1
1407;0;1;1;1;0;1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,0,0,0,1,0,0
1408;0;1;1;1;0;1;1.0;0.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,0,0,0,1,0,1
1409;0;1;1;1;1;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,0,0,1,0,1,0
1410;0;1;1;1;1;0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,0,0,1,0,1,1
1411;0;1;1;1;1;0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,0,0,1,1,0,0
1412;0;1;1;1;1;0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,0,0,1,1,0,1
1413;0;1;1;1;1;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,0,1,0,0,1,0
1414;0;1;1;1;1;0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,0,1,0,0,1,1
1415;0;1;1;1;1;0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,0,1,0,1,0,0
1416;0;1;1;1;1;0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,0,1,0,1,0,1
1417;0;1;1;1;1;0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,1,0,0,0,1,0
1418;0;1;1;1;1;0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,1,0,0,0,1,1
1419;0;1;1;1;1;0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,1,0,0,1,0,0
1420;0;1;1;1;1;0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,1,0,0,1,0,1
1421;0;1;1;1;1;0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,0,0,0,0,1,0
1422;0;1;1;1;1;0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,0,0,0,0,1,1
1423;0;1;1;1;1;0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,0,0,0,1,0,0
1424;0;1;1;1;1;0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,0,0,0,1,0,1
1425;0;1;1;1;1;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,0,0,0,0,1,0
1426;0;1;1;1;1;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,0,0,0,0,1,1
1427;0;1;1;1;1;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,0,0,0,1,0,0
1428;0;1;1;1;1;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,0,0,0,1,0,1
1429;1;0;0;0;0;0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,1,1,1,0,1,0
1430;1;0;0;0;0;0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,1,1,1,0,1,1
1431;1;0;0;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,1,1,1,1,0,0
1432;1;0;0;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,1,1,1,1,0,1
1433;1;0;0;0;0;1;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,1,1,1,0,1,0
1434;1;0;0;0;0;1;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,1,1,1,0,1,1
1435;1;0;0;0;0;1;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,1,1,1,1,0,0
1436;1;0;0;0;0;1;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,1,1,1,1,0,1
1437;1;0;0;0;0;1;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,0,1,1,0,1,0
1438;1;0;0;0;0;1;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,0,1,1,0,1,1
1439;1;0;0;0;0;1;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,0,1,1,1,0,0
1440;1;0;0;0;0;1;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,0,1,1,1,0,1
1441;1;0;0;0;0;1;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,1,0,1,0,1,0
1442;1;0;0;0;0;1;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,1,0,1,0,1,1
1443;1;0;0;0;0;1;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,1,0,1,1,0,0
1444;1;0;0;0;0;1;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,1,0,1,1,0,1
1445;1;0;0;0;0;1;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,1,1,0,0,1,0
1446;1;0;0;0;0;1;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,1,1,0,0,1,1
1447;1;0;0;0;0;1;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,1,1,0,1,0,0
1448;1;0;0;0;0;1;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,1,1,0,1,0,1
1449;1;0;0;0;1;0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,1,1,1,0,1,0
1450;1;0;0;0;1;0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,1,1,1,0,1,1
1451;1;0;0;0;1;0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,1,1,1,1,0,0
1452;1;0;0;0;1;0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,1,1,1,1,0,1
1453;1;0;0;0;1;0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,0,1,1,0,1,0
1454;1;0;0;0;1;0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,0,1,1,0,1,1
1455;1;0;0;0;1;0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,0,1,1,1,0,0
1456;1;0;0;0;1;0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,0,1,1,1,0,1
1457;1;0;0;0;1;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,1,0,1,0,1,0
1458;1;0;0;0;1;0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,1,0,1,0,1,1
1459;1;0;0;0;1;0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,1,0,1,1,0,0
1460;1;0;0;0;1;0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,1,0,1,1,0,1
1461;1;0;0;0;1;0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,1,1,0,0,1,0
1462;1;0;0;0;1;0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,1,1,0,0,1,1
1463;1;0;0;0;1;0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,1,1,0,1,0,0
1464;1;0;0;0;1;0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,1,1,0,1,0,1
1465;1;0;0;0;1;1;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,0,1,1,0,1,0
1466;1;0;0;0;1;1;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,0,1,1,0,1,1
1467;1;0;0;0;1;1;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,0,1,1,1,0,0
1468;1;0;0;0;1;1;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,0,1,1,1,0,1
1469;1;0;0;0;1;1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,1,0,1,0,1,0
1470;1;0;0;0;1;1;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,1,0,1,0,1,1
1471;1;0;0;0;1;1;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,1,0,1,1,0,0
1472;1;0;0;0;1;1;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,1,0,1,1,0,1
1473;1;0;0;0;1;1;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,1,1,0,0,1,0
1474;1;0;0;0;1;1;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,1,1,0,0,1,1
1475;1;0;0;0;1;1;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,1,1,0,1,0,0
1476;1;0;0;0;1;1;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,1,1,0,1,0,1
1477;1;0;0;0;1;1;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,0,0,1,0,1,0
1478;1;0;0;0;1;1;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,0,0,1,0,1,1
1479;1;0;0;0;1;1;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,0,0,1,1,0,0
1480;1;0;0;0;1;1;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,0,0,1,1,0,1
1481;1;0;0;0;1;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,0,1,0,0,1,0
1482;1;0;0;0;1;1;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,0,1,0,0,1,1
1483;1;0;0;0;1;1;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,0,1,0,1,0,0
1484;1;0;0;0;1;1;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,0,1,0,1,0,1
1485;1;0;0;0;1;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,1,0,0,0,1,0
1486;1;0;0;0;1;1;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,1,0,0,0,1,1
1487;1;0;0;0;1;1;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,1,0,0,1,0,0
1488;1;0;0;0;1;1;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,1,0,0,1,0,1
1489;1;0;0;1;0;0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,0,1,1,1,0,1,0
1490;1;0;0;1;0;0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,0,1,1,1,0,1,1
1491;1;0;0;1;0;0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,0,1,1,1,1,0,0
1492;1;0;0;1;0;0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,0,1,1,1,1,0,1
1493;1;0;0;1;0;0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,0,1,1,0,1,0
1494;1;0;0;1;0;0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,0,1,1,0,1,1
1495;1;0;0;1;0;0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,0,1,1,1,0,0
1496;1;0;0;1;0;0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,0,1,1,1,0,1
1497;1;0;0;1;0;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,1,0,1,0,1,0
1498;1;0;0;1;0;0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,1,0,1,0,1,1
1499;1;0;0;1;0;0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,1,0,1,1,0,0
1500;1;0;0;1;0;0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,1,0,1,1,0,1
1501;1;0;0;1;0;0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,1,1,0,0,1,0
1502;1;0;0;1;0;0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,1,1,0,0,1,1
1503;1;0;0;1;0;0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,1,1,0,1,0,0
1504;1;0;0;1;0;0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,1,1,0,1,0,1
1505;1;0;0;1;0;1;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,0,1,1,0,1,0
1506;1;0;0;1;0;1;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,0,1,1,0,1,1
1507;1;0;0;1;0;1;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,0,1,1,1,0,0
1508;1;0;0;1;0;1;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,0,1,1,1,0,1
1509;1;0;0;1;0;1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,1,0,1,0,1,0
1510;1;0;0;1;0;1;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,1,0,1,0,1,1
1511;1;0;0;1;0;1;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,1,0,1,1,0,0
1512;1;0;0;1;0;1;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,1,0,1,1,0,1
1513;1;0;0;1;0;1;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,1,1,0,0,1,0
1514;1;0;0;1;0;1;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,1,1,0,0,1,1
1515;1;0;0;1;0;1;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,1,1,0,1,0,0
1516;1;0;0;1;0;1;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,1,1,0,1,0,1
1517;1;0;0;1;0;1;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,0,0,1,0,1,0
1518;1;0;0;1;0;1;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,0,0,1,0,1,1
1519;1;0;0;1;0;1;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,0,0,1,1,0,0
1520;1;0;0;1;0;1;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,0,0,1,1,0,1
1521;1;0;0;1;0;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,0,1,0,0,1,0
1522;1;0;0;1;0;1;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,0,1,0,0,1,1
1523;1;0;0;1;0;1;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,0,1,0,1,0,0
1524;1;0;0;1;0;1;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,0,1,0,1,0,1
1525;1;0;0;1;0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,1,0,0,0,1,0
1526;1;0;0;1;0;1;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,1,0,0,0,1,1
1527;1;0;0;1;0;1;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,1,0,0,1,0,0
1528;1;0;0;1;0;1;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,1,0,0,1,0,1
1529;1;0;0;1;1;0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,0,1,1,0,1,0
1530;1;0;0;1;1;0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,0,1,1,0,1,1
1531;1;0;0;1;1;0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,0,1,1,1,0,0
1532;1;0;0;1;1;0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,0,1,1,1,0,1
1533;1;0;0;1;1;0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,1,0,1,0,1,0
1534;1;0;0;1;1;0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,1,0,1,0,1,1
1535;1;0;0;1;1;0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,1,0,1,1,0,0
1536;1;0;0;1;1;0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,1,0,1,1,0,1
1537;1;0;0;1;1;0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,1,1,0,0,1,0
1538;1;0;0;1;1;0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,1,1,0,0,1,1
1539;1;0;0;1;1;0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,1,1,0,1,0,0
1540;1;0;0;1;1;0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,1,1,0,1,0,1
1541;1;0;0;1;1;0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,0,0,1,0,1,0
1542;1;0;0;1;1;0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,0,0,1,0,1,1
1543;1;0;0;1;1;0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,0,0,1,1,0,0
